-5.17826843609	-5.91287616599	-5.7403537664	-6.16590724084	-7.08280928045	-7.4472276928	-7.53400679643	-7.61668523979	-7.88406924046	-8.14765411511	-8.19467780242	-8.28695733743	-8.50195158533	-8.69533970784	-8.76288442813	-8.85059785223	-8.91305751431	-8.93576614124	-9.12526004791	-9.23582042429	-9.49296776109	-9.63434315409	-9.65966136091	-9.51319849732	-9.66157928711	-9.56521034064	-9.89040302331	-10.0443172787	-10.1946674024	-10.3196367559	-10.3940032382	-10.3389585526	-10.3768655246	-10.5102146705	-10.6021970154	-10.6470341246	-10.6748500569	-10.6843580034	-10.7192299757	-11.0896076112	office
-1.37738139722	-2.58778658347	-3.26872503259	-3.7887419474	-4.53224065475	-4.9030318498	-5.00951952428	-5.08731520748	-5.10417012597	-5.38035140099	-5.51848826819	-5.6760933973	-6.03621808228	-6.17382977852	-6.36798498114	-6.40636728549	-6.62085976205	-6.77351595402	-6.89873274572	-7.0718618228	-7.1304605714	-7.1669919174	-7.20254337432	-7.2187035776	-7.32741659036	-7.45064317164	-7.66669230653	-8.05851233962	-8.30828100916	-8.52461770322	-8.66626139661	-8.71030339803	-8.97227867308	-9.21216056852	-9.33471816118	-9.41957359291	-9.51638708762	-9.59055074555	-9.69380270819	-9.76358472952	train
-2.89710848958	-3.79321036966	-4.06012402361	-4.54516879595	-4.59206837765	-4.66308007999	-4.74138071727	-4.55291710434	-4.27817687884	-4.21732845707	-4.40402336299	-4.65944244605	-4.74870476697	-4.86970116709	-5.06433104008	-5.24251928221	-5.4581810414	-5.59416047128	-5.82793366822	-6.12219394237	-6.296340536	-6.30188006185	-6.34655897974	-6.38738077147	-6.43799377333	-6.57851252127	-6.70891827605	-6.99180317476	-7.66073738052	-8.26416545576	-8.66968221082	-8.67683748412	-8.82913636408	-9.25818610406	-9.51877234877	-9.6228817538	-9.822545457	-10.0516199488	-10.2251624392	-10.5854599394	residential_area
-2.85988006836	-3.87580715507	-4.54661307672	-4.98854314917	-5.23345665282	-5.36245107841	-5.44384924099	-5.49836865496	-5.4621281505	-5.32655268269	-5.27965731843	-5.35458108675	-5.48517614775	-5.66182239436	-5.80334263698	-5.97008455927	-6.14644656555	-6.35412041154	-6.65475173198	-6.85824363766	-6.95068004509	-6.97283932611	-6.93162815169	-6.91409329029	-6.89263895652	-6.91717625744	-7.11268978051	-7.45397634669	-7.97039919843	-8.64369254433	-9.14397484563	-8.99217065423	-9.04972566355	-9.30997582727	-9.44506816196	-9.63183756926	-9.87706220672	-10.1215088849	-10.3456115386	-10.6993621795	residential_area
-2.78951787969	-2.96188004214	-3.23645640601	-3.69312993443	-4.1391744573	-4.39487058748	-4.65906147523	-4.93039957692	-4.88925692314	-5.08953118524	-5.25560889557	-5.31647545022	-5.35832332705	-5.42883280268	-5.46129994803	-5.5598208414	-5.53695666982	-5.55491369857	-5.54702715302	-5.79201922226	-6.22300531055	-6.35891893397	-6.28908768601	-6.20146260249	-6.09126741639	-6.12403269399	-6.23921711896	-6.51314255477	-6.83780839668	-7.40488672917	-7.99877421685	-7.98286155314	-8.22440312984	-8.58887832801	-9.06933398682	-9.34519164637	-9.49339399399	-9.51236720601	-9.72694662089	-8.65591361542	grocery_store
-2.85640092515	-3.60444466035	-3.99084672206	-4.02903339284	-4.16987332761	-4.39763110038	-4.61375059956	-4.70344156583	-4.92638525892	-5.20854464923	-5.25760330785	-5.31028551177	-5.31547811711	-5.40522140271	-5.2978730051	-5.47692493191	-5.74684876247	-5.93529402551	-6.01535114855	-6.27457121167	-6.41572325484	-6.44035507151	-6.52302720702	-6.52889204015	-6.6895902253	-6.77288173593	-6.98091184298	-7.4126974489	-7.75638224555	-8.06592038828	-8.38071371901	-8.58242935104	-8.84187768122	-9.21481337483	-9.22827563361	-9.13169070753	-9.3069445538	-9.56171348113	-9.86560785066	-10.402133408	cafe/restaurant
-2.58325516731	-3.52905649584	-4.16374794011	-4.39269799431	-4.59780316315	-4.84575693323	-4.79745181593	-4.97227514001	-4.88094923444	-4.76216672763	-4.68200634053	-4.62813458017	-4.52094723737	-4.68782688697	-5.10363968484	-5.22669606511	-5.09562218551	-4.98424161389	-5.11359553464	-5.09081648557	-5.10623369421	-5.06568137727	-5.12900896298	-5.29945804111	-5.57805907819	-5.85092701598	-6.13099200481	-6.83196483754	-7.38181374809	-7.72870746091	-8.01880470737	-8.17564289615	-8.40879736675	-8.96075224977	-9.24793410765	-9.23435542871	-9.46316186618	-9.82929729667	-10.2265071002	-10.5404560249	city_center
-1.57393240598	-2.22403416526	-3.06315793349	-3.74977584829	-4.282170112	-4.62697072284	-4.73440961372	-4.48068160853	-4.32531571394	-4.26482547643	-4.13673214115	-4.08496796314	-3.90629324552	-4.06900003788	-4.03969876873	-4.2803302464	-4.79147843073	-4.89403948263	-5.09992831698	-5.33482826235	-5.25668715048	-5.15401305949	-5.20088369782	-5.28243521357	-5.24980166394	-5.25747646931	-5.22286214556	-5.52308419933	-6.0976134303	-6.9088112623	-7.48903984828	-6.7718843232	-6.79095880685	-7.20745120477	-7.40189584613	-7.63745220516	-7.90208643822	-8.19837274962	-8.66886157909	-9.35249038041	beach
-1.10968371567	-1.86775949427	-2.98460050687	-3.91734559384	-4.54181166318	-4.95875256593	-5.38580498745	-5.31501406	-5.36946724801	-5.13466734544	-5.15602931306	-5.40446531108	-5.44903848759	-5.65064393344	-5.86047411802	-6.17015138162	-6.30825106964	-6.59009715993	-6.8618133907	-7.11988706699	-7.34337728952	-7.50862305134	-7.68322322063	-7.88107760999	-8.06564059201	-8.27008493356	-8.43881277766	-8.62431150815	-8.77824783285	-8.90625807018	-9.00909471682	-9.08312807027	-9.17518333802	-9.26189736429	-9.32873298568	-9.39259816457	-9.45789379452	-9.51762196995	-9.57003465947	-9.63788623105	car
-3.81295724506	-5.55519422641	-6.26749316877	-6.63783063121	-7.0332994781	-7.19873600577	-7.29235000072	-7.33214354194	-7.30196964996	-7.25313580527	-7.28697350413	-7.44379777336	-7.62122232974	-7.73998209462	-7.82311477672	-7.85110639114	-7.88503006157	-7.90847261303	-7.95323365624	-8.05947332762	-8.34958392256	-8.48330548642	-8.37551405328	-8.27742230938	-8.23619432748	-8.44511076873	-8.65794181243	-8.98503853251	-9.4154441994	-9.85652139876	-10.2025531913	-10.2733719902	-10.3571787958	-10.4313083313	-10.5159185186	-10.5815894931	-10.6031214153	-10.627097896	-10.6813700388	-10.9869371942	park
